experiment_id,run_id,case_id,trial,call_ordinal,turn,tool_name,call_id,arguments_json,descriptor_version,ok,error_code,latency_ms,observation_chars_local,observation_size_local_estimated_chars_div_4,observation_size_local_status,observation_chars_recomputed,recomputed_chars_match_local,observation_offline_lexical_units_recomputed,recomputed_measurement_status,provider_tokenization_status,reference_segmentation_method,observation_payload_saved
mistral_small_3_2_v2,eba01afe-22eb-49cc-910a-2515d7df3490,REF-6050,1,5,4,book_slot,book_slot_call,"{""band"":""routine"",""clinic"":""ENT-C1"",""date"":""2026-10-21"",""referral_id"":""REF-6050"",""specialty"":""ENT"",""time"":""13:20""}",v2,True,,1.039,176,44,ESTIMATED,176,True,83,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,d49d0847-97b3-4942-95a8-1a650d0dec89,REF-6051,1,1,1,get_referral,get_referral_call,"{""referral_id"":""REF-6051""}",v2,True,,0.798,304,76,ESTIMATED,304,True,107,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,d49d0847-97b3-4942-95a8-1a650d0dec89,REF-6051,1,2,2,check_referral_criteria,check_referral_criteria_call,"{""referral_id"":""REF-6051"",""specialty"":""ENT""}",v2,True,,1.246,408,102,ESTIMATED,408,True,151,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,d49d0847-97b3-4942-95a8-1a650d0dec89,REF-6051,1,3,2,lookup_patient,lookup_patient_call,"{""patient_id"":""P-6051""}",v2,True,,0.766,190,48,ESTIMATED,190,True,84,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,d49d0847-97b3-4942-95a8-1a650d0dec89,REF-6051,1,4,3,get_clinic_slots,get_clinic_slots_call,"{""band"":""routine"",""limit"":5,""specialty"":""ENT"",""window_end"":""2026-11-04"",""window_start"":""2026-09-09""}",v2,True,,0.41,227,57,ESTIMATED,227,True,113,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,d49d0847-97b3-4942-95a8-1a650d0dec89,REF-6051,1,5,4,book_slot,book_slot_call,"{""band"":""routine"",""clinic"":""ENT-C1"",""date"":""2026-10-21"",""referral_id"":""REF-6051"",""specialty"":""ENT"",""time"":""13:20""}",v2,True,,1.233,176,44,ESTIMATED,176,True,83,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,a792fa31-7abb-499c-b720-cf57caf2209f,REF-6052,1,1,1,get_referral,get_referral_call,"{""referral_id"":""REF-6052""}",v2,True,,2.184,293,74,ESTIMATED,293,True,108,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,a792fa31-7abb-499c-b720-cf57caf2209f,REF-6052,1,2,2,check_referral_criteria,check_referral_criteria_call,"{""referral_id"":""REF-6052"",""specialty"":""ENT""}",v2,True,,2.507,416,104,ESTIMATED,416,True,155,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,a792fa31-7abb-499c-b720-cf57caf2209f,REF-6052,1,3,2,lookup_patient,lookup_patient_call,"{""patient_id"":""P-6052""}",v2,True,,0.912,190,48,ESTIMATED,190,True,84,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,a792fa31-7abb-499c-b720-cf57caf2209f,REF-6052,1,4,3,get_clinic_slots,get_clinic_slots_call,"{""band"":""routine"",""limit"":5,""specialty"":""ENT"",""window_end"":""2026-11-04"",""window_start"":""2026-09-09""}",v2,True,,1.409,227,57,ESTIMATED,227,True,113,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,a792fa31-7abb-499c-b720-cf57caf2209f,REF-6052,1,5,4,book_slot,book_slot_call,"{""band"":""routine"",""clinic"":""ENT-C1"",""date"":""2026-10-21"",""referral_id"":""REF-6052"",""specialty"":""ENT"",""time"":""13:20""}",v2,True,,1.978,176,44,ESTIMATED,176,True,83,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,0aa73479-f985-4539-b773-677c1aa02fca,REF-6053,1,1,1,get_referral,get_referral_call,"{""referral_id"":""REF-6053""}",v2,True,,0.878,300,75,ESTIMATED,300,True,106,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,0aa73479-f985-4539-b773-677c1aa02fca,REF-6053,1,2,2,check_referral_criteria,check_referral_criteria_call,"{""referral_id"":""REF-6053"",""specialty"":""ENT""}",v2,True,,1.384,409,103,ESTIMATED,409,True,151,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,0aa73479-f985-4539-b773-677c1aa02fca,REF-6053,1,3,2,lookup_patient,lookup_patient_call,"{""patient_id"":""P-6053""}",v2,True,,0.896,190,48,ESTIMATED,190,True,84,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,0aa73479-f985-4539-b773-677c1aa02fca,REF-6053,1,4,3,get_clinic_slots,get_clinic_slots_call,"{""band"":""routine"",""limit"":5,""specialty"":""ENT"",""window_end"":""2026-11-04"",""window_start"":""2026-09-09""}",v2,True,,0.408,227,57,ESTIMATED,227,True,113,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,0aa73479-f985-4539-b773-677c1aa02fca,REF-6053,1,5,4,book_slot,book_slot_call,"{""band"":""routine"",""clinic"":""ENT-C1"",""date"":""2026-10-21"",""referral_id"":""REF-6053"",""specialty"":""ENT"",""time"":""13:20""}",v2,True,,1.431,176,44,ESTIMATED,176,True,83,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,b0875be8-84aa-4e0a-9925-c2500079b9c7,REF-6054,1,1,1,get_referral,get_referral_call,"{""referral_id"":""REF-6054""}",v2,True,,0.895,290,73,ESTIMATED,290,True,106,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,b0875be8-84aa-4e0a-9925-c2500079b9c7,REF-6054,1,2,2,check_referral_criteria,check_referral_criteria_call,"{""referral_id"":""REF-6054"",""specialty"":""ENT""}",v2,True,,1.026,437,110,ESTIMATED,437,True,160,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,b0875be8-84aa-4e0a-9925-c2500079b9c7,REF-6054,1,3,2,lookup_patient,lookup_patient_call,"{""patient_id"":""P-6054""}",v2,True,,0.67,190,48,ESTIMATED,190,True,84,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,b0875be8-84aa-4e0a-9925-c2500079b9c7,REF-6054,1,4,3,get_clinic_slots,get_clinic_slots_call,"{""band"":""soon"",""limit"":5,""specialty"":""ENT"",""window_end"":""2026-10-07"",""window_start"":""2026-09-09""}",v2,True,,0.427,224,56,ESTIMATED,224,True,113,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,b0875be8-84aa-4e0a-9925-c2500079b9c7,REF-6054,1,5,4,book_slot,book_slot_call,"{""band"":""soon"",""clinic"":""ENT-C2"",""date"":""2026-10-06"",""referral_id"":""REF-6054"",""specialty"":""ENT"",""time"":""14:00""}",v2,True,,1.284,173,44,ESTIMATED,173,True,83,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,720cac1d-4328-48a1-ad52-cdf338335b57,REF-6055,1,1,1,get_referral,get_referral_call,"{""referral_id"":""REF-6055""}",v2,True,,0.84,291,73,ESTIMATED,291,True,107,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,720cac1d-4328-48a1-ad52-cdf338335b57,REF-6055,1,2,2,check_referral_criteria,check_referral_criteria_call,"{""referral_id"":""REF-6055"",""specialty"":""ENT""}",v2,True,,0.824,434,109,ESTIMATED,434,True,157,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,720cac1d-4328-48a1-ad52-cdf338335b57,REF-6055,1,3,2,lookup_patient,lookup_patient_call,"{""patient_id"":""P-6055""}",v2,True,,0.55,190,48,ESTIMATED,190,True,84,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,720cac1d-4328-48a1-ad52-cdf338335b57,REF-6055,1,4,3,get_clinic_slots,get_clinic_slots_call,"{""band"":""soon"",""limit"":5,""specialty"":""ENT"",""window_end"":""2026-10-07"",""window_start"":""2026-09-09""}",v2,True,,0.424,224,56,ESTIMATED,224,True,113,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,720cac1d-4328-48a1-ad52-cdf338335b57,REF-6055,1,5,4,book_slot,book_slot_call,"{""band"":""soon"",""clinic"":""ENT-C2"",""date"":""2026-10-06"",""referral_id"":""REF-6055"",""specialty"":""ENT"",""time"":""14:00""}",v2,True,,1.354,173,44,ESTIMATED,173,True,83,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,6e3e23da-2b04-4047-8668-f4ed3e7c52f8,REF-6060,1,1,1,get_referral,get_referral_call,"{""referral_id"":""REF-6060""}",v2,True,,0.856,308,77,ESTIMATED,308,True,111,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,6e3e23da-2b04-4047-8668-f4ed3e7c52f8,REF-6060,1,2,2,check_referral_criteria,check_referral_criteria_call,"{""referral_id"":""REF-6060"",""specialty"":""CARD""}",v2,True,,1.158,410,103,ESTIMATED,410,True,156,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,6e3e23da-2b04-4047-8668-f4ed3e7c52f8,REF-6060,1,3,2,lookup_patient,lookup_patient_call,"{""patient_id"":""P-6060""}",v2,True,,0.641,190,48,ESTIMATED,190,True,84,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,6e3e23da-2b04-4047-8668-f4ed3e7c52f8,REF-6060,1,4,3,get_clinic_slots,get_clinic_slots_call,"{""band"":""routine"",""limit"":5,""specialty"":""CARD"",""window_end"":""2026-11-04"",""window_start"":""2026-09-09""}",v2,True,,0.422,229,58,ESTIMATED,229,True,113,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,6e3e23da-2b04-4047-8668-f4ed3e7c52f8,REF-6060,1,5,4,book_slot,book_slot_call,"{""band"":""routine"",""clinic"":""CARD-C2"",""date"":""2026-10-21"",""referral_id"":""REF-6060"",""specialty"":""CARD"",""time"":""10:00""}",v2,False,BOOKING_GATE_NOT_SATISFIED,0.414,0,0,NOT_MEASURED,,,,NOT_MEASURED,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",False
mistral_small_3_2_v2,b263ee37-bc1e-4840-bbca-2b504b558c6a,REF-6060,2,1,1,get_referral,get_referral_call,"{""referral_id"":""REF-6060""}",v2,True,,0.886,308,77,ESTIMATED,308,True,111,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,b263ee37-bc1e-4840-bbca-2b504b558c6a,REF-6060,2,2,2,check_referral_criteria,check_referral_criteria_call,"{""referral_id"":""REF-6060"",""specialty"":""CARD""}",v2,True,,0.981,410,103,ESTIMATED,410,True,156,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,b263ee37-bc1e-4840-bbca-2b504b558c6a,REF-6060,2,3,2,lookup_patient,lookup_patient_call,"{""patient_id"":""P-6060""}",v2,True,,0.654,190,48,ESTIMATED,190,True,84,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,b263ee37-bc1e-4840-bbca-2b504b558c6a,REF-6060,2,4,3,get_clinic_slots,get_clinic_slots_call,"{""band"":""routine"",""limit"":5,""specialty"":""CARD"",""window_end"":""2026-11-04"",""window_start"":""2026-09-09""}",v2,True,,0.712,229,58,ESTIMATED,229,True,113,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,b263ee37-bc1e-4840-bbca-2b504b558c6a,REF-6060,2,5,4,book_slot,book_slot_call,"{""band"":""routine"",""clinic"":""CARD-C2"",""date"":""2026-10-21"",""referral_id"":""REF-6060"",""specialty"":""CARD"",""time"":""10:00""}",v2,False,BOOKING_GATE_NOT_SATISFIED,0.207,0,0,NOT_MEASURED,,,,NOT_MEASURED,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",False
mistral_small_3_2_v2,e7e1bf03-0954-4aed-aa79-c1dcd15b0f31,REF-6060,3,1,1,get_referral,get_referral_call,"{""referral_id"":""REF-6060""}",v2,True,,1.095,308,77,ESTIMATED,308,True,111,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,e7e1bf03-0954-4aed-aa79-c1dcd15b0f31,REF-6060,3,2,2,check_referral_criteria,check_referral_criteria_call,"{""referral_id"":""REF-6060"",""specialty"":""CARD""}",v2,True,,1.021,410,103,ESTIMATED,410,True,156,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,e7e1bf03-0954-4aed-aa79-c1dcd15b0f31,REF-6060,3,3,2,lookup_patient,lookup_patient_call,"{""patient_id"":""P-6060""}",v2,True,,0.661,190,48,ESTIMATED,190,True,84,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,e7e1bf03-0954-4aed-aa79-c1dcd15b0f31,REF-6060,3,4,3,get_clinic_slots,get_clinic_slots_call,"{""band"":""routine"",""limit"":5,""specialty"":""CARD"",""window_end"":""2026-11-04"",""window_start"":""2026-09-09""}",v2,True,,0.322,229,58,ESTIMATED,229,True,113,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,e7e1bf03-0954-4aed-aa79-c1dcd15b0f31,REF-6060,3,5,4,book_slot,book_slot_call,"{""band"":""routine"",""clinic"":""CARD-C2"",""date"":""2026-10-21"",""referral_id"":""REF-6060"",""specialty"":""CARD"",""time"":""10:00""}",v2,False,BOOKING_GATE_NOT_SATISFIED,0.227,0,0,NOT_MEASURED,,,,NOT_MEASURED,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",False
mistral_small_3_2_v2,dfc067a4-67d3-4d93-bd6a-109b3e4101f5,REF-6061,1,1,1,get_referral,get_referral_call,"{""referral_id"":""REF-6061""}",v2,True,,0.927,313,79,ESTIMATED,313,True,106,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,dfc067a4-67d3-4d93-bd6a-109b3e4101f5,REF-6061,1,2,2,check_referral_criteria,check_referral_criteria_call,"{""referral_id"":""REF-6061"",""specialty"":""ENT""}",v2,True,,1.01,484,121,ESTIMATED,484,True,180,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,dfc067a4-67d3-4d93-bd6a-109b3e4101f5,REF-6061,1,3,2,lookup_patient,lookup_patient_call,"{""patient_id"":""P-6061""}",v2,True,,0.67,190,48,ESTIMATED,190,True,84,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,69681002-ca63-4582-bd8b-c8927cfbe815,REF-6061,2,1,1,get_referral,get_referral_call,"{""referral_id"":""REF-6061""}",v2,True,,1.108,313,79,ESTIMATED,313,True,106,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,69681002-ca63-4582-bd8b-c8927cfbe815,REF-6061,2,2,2,check_referral_criteria,check_referral_criteria_call,"{""referral_id"":""REF-6061"",""specialty"":""ENT""}",v2,True,,0.964,484,121,ESTIMATED,484,True,180,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,69681002-ca63-4582-bd8b-c8927cfbe815,REF-6061,2,3,2,lookup_patient,lookup_patient_call,"{""patient_id"":""P-6061""}",v2,True,,0.65,190,48,ESTIMATED,190,True,84,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,d8f71532-f98c-487b-9528-5988d9610c72,REF-6061,3,1,1,get_referral,get_referral_call,"{""referral_id"":""REF-6061""}",v2,True,,1.185,313,79,ESTIMATED,313,True,106,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,d8f71532-f98c-487b-9528-5988d9610c72,REF-6061,3,2,2,check_referral_criteria,check_referral_criteria_call,"{""referral_id"":""REF-6061"",""specialty"":""ENT""}",v2,True,,0.999,484,121,ESTIMATED,484,True,180,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,d8f71532-f98c-487b-9528-5988d9610c72,REF-6061,3,3,2,lookup_patient,lookup_patient_call,"{""patient_id"":""P-6061""}",v2,True,,0.645,190,48,ESTIMATED,190,True,84,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,564c030b-ebb7-40c0-99cd-a0876599791a,REF-6062,1,1,1,get_referral,get_referral_call,"{""referral_id"":""REF-6062""}",v2,True,,1.043,284,71,ESTIMATED,284,True,101,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,564c030b-ebb7-40c0-99cd-a0876599791a,REF-6062,1,2,2,check_referral_criteria,check_referral_criteria_call,"{""referral_id"":""REF-6062"",""specialty"":""ORT""}",v2,True,,1.012,366,92,ESTIMATED,366,True,133,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,564c030b-ebb7-40c0-99cd-a0876599791a,REF-6062,1,3,2,lookup_patient,lookup_patient_call,"{""patient_id"":""P-6062""}",v2,True,,0.654,247,62,ESTIMATED,247,True,115,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,564c030b-ebb7-40c0-99cd-a0876599791a,REF-6062,1,4,3,get_clinic_slots,get_clinic_slots_call,"{""band"":""routine"",""limit"":5,""specialty"":""ORT"",""window_end"":""2026-11-04"",""window_start"":""2026-09-09""}",v2,True,,0.622,340,85,ESTIMATED,340,True,169,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,134d202c-61f6-4688-a671-974d218e3814,REF-6062,2,1,1,get_referral,get_referral_call,"{""referral_id"":""REF-6062""}",v2,True,,0.951,284,71,ESTIMATED,284,True,101,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,134d202c-61f6-4688-a671-974d218e3814,REF-6062,2,2,2,check_referral_criteria,check_referral_criteria_call,"{""referral_id"":""REF-6062"",""specialty"":""ORT""}",v2,True,,1.058,366,92,ESTIMATED,366,True,133,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,134d202c-61f6-4688-a671-974d218e3814,REF-6062,2,3,2,lookup_patient,lookup_patient_call,"{""patient_id"":""P-6062""}",v2,True,,0.653,247,62,ESTIMATED,247,True,115,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
mistral_small_3_2_v2,134d202c-61f6-4688-a671-974d218e3814,REF-6062,2,4,3,get_clinic_slots,get_clinic_slots_call,"{""band"":""routine"",""limit"":5,""specialty"":""ORT"",""window_end"":""2026-11-04"",""window_start"":""2026-09-09""}",v2,True,,0.544,340,85,ESTIMATED,340,True,169,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
