experiment_id,model,run_id,case_id,trial,passed,status,actual_decision,failure_category,provider_cost_usd,provider_cost_measurement_status
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,aebe889a-e55d-4c4c-8ddf-091efff835ed,REF-6062,1,False,guardrail_stopped,escalate,OTHER_SCORED_FAILURE,0.00122845,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,0c658859-5ade-4063-855a-65df570995fd,REF-6062,2,False,guardrail_stopped,escalate,OTHER_SCORED_FAILURE,0.00104667,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,2a47b4e2-dd2a-4e3b-9b48-6a7cd47a71d4,REF-6062,3,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00102377,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,3a68de8d-eee2-496a-8284-570c1311aa4f,REF-6063,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00137558,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,42e632bb-ba88-42e7-9535-4a5b66b60113,REF-6063,2,False,guardrail_stopped,escalate,OTHER_SCORED_FAILURE,0.00169706,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,b56c7102-cccc-4d19-ae79-dc9b71554003,REF-6063,3,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.0013758,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,8d593f2a-6718-4c22-86ae-317b4d568855,REF-6064,1,True,completed,escalate,PASS,0.00083103,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,47e4f29b-7c96-4c85-a8b1-caba957002b8,REF-6064,2,True,completed,escalate,PASS,0.0015143,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,bd0f3ff3-785d-419f-a0c2-8f23a2d5d661,REF-6064,3,True,completed,escalate,PASS,0.00102243,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,e262e550-3481-4ca8-a427-91ff89f5018e,REF-6065,1,True,guardrail_stopped,escalate,PASS,0.00054214,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,01c2455f-86a4-4c9d-b111-19392721b694,REF-6065,2,True,guardrail_stopped,escalate,PASS,0.00071124,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,3aabcdc0-39f1-4c1c-ae93-917968c8079b,REF-6065,3,True,guardrail_stopped,escalate,PASS,0.00038686,PROVIDER_REPORTED
